"Código Liquidação";"Código Liquidação Resumido";"Data Emissão";"Código Tipo Documento";"Tipo Documento";"Código Órgão Superior";"Órgão Superior";"Código Órgão";"Órgão";"Código Unidade Gestora";"Unidade Gestora";"Código Gestão";"Gestão";"Código Favorecido";"Favorecido";"Observação";"Código Categoria de Despesa";"Categoria de Despesa";"Código Grupo de Despesa";"Grupo de Despesa";"Código Modalidade de Aplicação";"Modalidade de Aplicação";"Código Elemento de Despesa";"Elemento de Despesa";"Código Plano Orçamentário";"Plano Orçamentário";"Código Programa Governo";"Nome Programa Governo"
"120629000012020NS000591";"2020NS000591";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"20756083000150";"J.SAUZEN";"APL: GAP-CO - NF 17351 DE 27/12/2019  UG. 120629 GAP-CO PROCESSO 67278.005996/2018-06.  NF DO DIA 27/12/2019, A ALTERACAO SE DA DEVIDO AO FECHAMENTO DO SISTEMA, ONDE O MESMO NAO PERMITE LANCAR COM A DATA RETROATIVA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS000565";"2020NS000565";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"20756083000150";"J.SAUZEN";"APL: GAP-CO - NF 17350 DE 27/12/2019  UG. 120629 GAP-CO PROCESSO 67278.005996/2018-06. NOTA FISCAL EMITIDA EM 27/12/2019 E RECEBIDA EM 30/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECHAMENTO DOS SISTEMAS.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS000777";"2020NS000777";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"20756083000150";"J.SAUZEN";"APL: GAP-CO - NF 17352 DE 27/12/2019  UG. 120629 GAP-CO PROCESSO 67278.005996/2018-06. NOTA FISCAL EMITIDA EM 27/12/2019 E RECEBIDA EM 30/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECHAMENTO DOS SISTEMAS.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS000590";"2020NS000590";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"20756083000150";"J.SAUZEN";"APL:GAP-CO NF 17208 DE 16/12/19  UG 120629 GAP-CO PRO: 67278.005996/2018-06. NF EMITIDA 13/12/19 E RECEBIDA 16/12/19, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS000775";"2020NS000775";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"20756083000150";"J.SAUZEN";"APL: GAP-CO - NF 17162 DE 10/12/2019  UG. 120629 GAP-CO PROCESSO 67278.005996/2018-06. NOTA FISCAL EMITIDA EM 10/12/2019 E RECEBIDA EM 11/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECHAMENTO DOS SISTEMAS.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS001597";"2020NS001597";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"20756083000150";"J.SAUZEN";"APL:GAP-CO NF 17318 DE 26/12/19  UG 120629 GAP-CO PRO: 67278.005996/2018-06. NF EMITIDA 23/12/19 E RECEBIDA 26/12/19, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS001598";"2020NS001598";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"20756083000150";"J.SAUZEN";"CONTA INCORRETA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS000584";"2020NS000584";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"20756083000150";"J.SAUZEN";"APL:GAP-CO NF 17319 DE 26/12/19  UG 120629 GAP-CO PRO: 67278.005996/2018-06. NF EMITIDA 23/12/19 E RECEBIDA 26/12/19, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS000579";"2020NS000579";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"20756083000150";"J.SAUZEN";"APL:GAP-CO NF 17161 DE 11/12/19  UG 120629 GAP-CO PRO: 67278.005996/2018-06. NF EMITIDA 10/12/19 E RECEBIDA 11/12/19, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS000571";"2020NS000571";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"20756083000150";"J.SAUZEN";"APL:GAP-CO NF 17207 DE 16/12/19  UG 120629 GAP-CO PRO: 67278.005996/2018-06. NF EMITIDA 13/12/19 E RECEBIDA 16/12/19, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS000555";"2020NS000555";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"20756083000150";"J.SAUZEN";"APL: GAP-CO - NF 17164 DE 10/12/2019  UG. 120629 GAP-CO PROCESSO 67278.005996/2018-06. NOTA FISCAL EMITIDA EM 10/12/2019 E RECEBIDA EM 11/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECHAMENTO DOS SISTEMAS.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS000592";"2020NS000592";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"20756083000150";"J.SAUZEN";"APL: GAP-CO - NF 17308 DE 20/12/2019  UG. 120629 GAP-CO PROCESSO 67278.005996/2018-06. NOTA FISCAL EMITIDA EM 20/12/2019 E RECEBIDA EM 23/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECHAMENTO DOS SISTEMAS.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS000607";"2020NS000607";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"20756083000150";"J.SAUZEN";"APL:GAP-CO NF 17184 DE 12/12/19  UG 120629 GAP-CO PRO: 67278.005996/2018-06. NF EMITIDA 11/12/19 E RECEBIDA 12/12/19, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS000783";"2020NS000783";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"93434173000107";"UP SUL COMERCIO DE ALIMENTOS EIRELI";"APL: GAP-CO - NF 50 DE 20/01/2020  UG. 120629 GAP-CO PROCESSO 67278.008694/2018-81. NOTA FISCAL EMITIDA EM 20/12/2019 E RECEBIDA EM 26/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECHAMENTO DOS SISTEMAS.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS000585";"2020NS000585";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"05274036000187";"VIA QUALITA SUPERMERCADO LTDA";"APL: GAP-CO - NF 5947 DE 18/12/2019  UG. 120629 GAP-CO PROCESSO 67278.008694/2018-81. NOTA FISCAL EMITIDA EM 18/12/2019 E RECEBIDA EM 19/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECHAMENTO DOS SISTEMAS.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS000586";"2020NS000586";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"05274036000187";"VIA QUALITA SUPERMERCADO LTDA";"APL: GAP-CO - NF 5874 DE 11/12/2019  UG. 120629 GAP-CO PROCESSO 67278.008694/2018-81. NOTA FISCAL EMITIDA EM 11/12/2019 E RECEBIDA EM 12/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECHAMENTO DOS SISTEMAS.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS000600";"2020NS000600";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"05274036000187";"VIA QUALITA SUPERMERCADO LTDA";"APL: GAP-CO - NF 5892 DE 13/12/2019  UG. 120629 GAP-CO PROCESSO 67278.008694/2018-81. NOTA FISCAL EMITIDA EM 13/12/2019 E RECEBIDA EM 16/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECHAMENTO DOS SISTEMAS.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS000589";"2020NS000589";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"05274036000187";"VIA QUALITA SUPERMERCADO LTDA";"APL: GAP-CO - NF 5873 DE 11/12/2019  UG. 120629 GAP-CO PROCESSO 67278.005998/2018-97.  NF DO DIA 11/12/2019, A ALTERACAO SE DA DEVIDO AO FECHAMENTO DO SISTEMA, ONDE O MESMO NAO PERMITE LANCAR COM A DATA RETROATIVA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS001571";"2020NS001571";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"05274036000187";"VIA QUALITA SUPERMERCADO LTDA";"APL: GAP-CO - NF 5947 DE 18/12/2019  UG. 120629 GAP-CO PROCESSO 67278.008694/2018-81. NOTA FISCAL EMITIDA EM 18/12/2019 E RECEBIDA EM 19/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECHAMENTO DOS SISTEMAS. SIAFI NAO PERMITE LANCAR COM A DATA RETROATIVA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS001572";"2020NS001572";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"05274036000187";"VIA QUALITA SUPERMERCADO LTDA";"CONTA INCORRETA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS000787";"2020NS000787";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"05274036000187";"VIA QUALITA SUPERMERCADO LTDA";"APL: GAP-CO - NF 5948 DE 18/12/2019  UG. 120629 GAP-CO PROCESSO 67278.008694/2018-81. NOTA FISCAL EMITIDA EM 18/12/2019 E RECEBIDA EM 19/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECHAMENTO DOS SISTEMAS.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS000557";"2020NS000557";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"00418282000141";"BURLANI COMERCIO DE CARNES LTDA";"APL: GAP-CO - NF 103880 DE 26/12/2019  UG. 120629 GAP-CO PROCESSO 67278.005998/2018-97. NOTA FISCAL EMITIDA EM 26/12/2019 E RECEBIDA EM 26/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECHAMENTO DOS SISTEMAS.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS000767";"2020NS000767";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"APL:GAP-CO NF 2384 DE 19/12/19  UG 120629 GAP-CO PRO: 67278.008694/2018-81. NF EMITIDA 18/12/19 E RECEBIDA 19/12/19, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS000578";"2020NS000578";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"|| APL: GAP-CO - NF 2382 DE 18/12/2019  UG. 120629 GAP-CO PROCESSO 67278.008694/2018-81.  NF DO DIA 18/12/2019, A ALTERACAO SE DA DEVIDO AO FECHAMENTO DO SISTEMA, ONDE O MESMO NAO PERMITE LANCAR COM A DATA RETROATIVA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS000778";"2020NS000778";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"28094497000173";"FRANCINE GIANA GUIDO E CIA LTDA";"|| APL: GAP-CO - NF 000002405 DE 16/12/2019  UG. 120629 GAP-CO PROCESSO 67278.008694/2018-81. NOTA FISCAL EMITIDA EM 16/12/2019 E RECEBIDA EM 17/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECHAMENTO DOS SISTEMAS.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS000593";"2020NS000593";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"09270454000157";"SUPRA COMERCIO DE ALIMENTOS LTDA";"|| APL: GAP-CO - NF 13202 DE 10/12/2019  UG. 120629 GAP-CO PROCESSO 67278.008694/2018-81.  NF DO DIA 10/12/2019, A ALTERACAO SE DA DEVIDO AO FECHAMENTO DO SISTEMA, ONDE O MESMO NAO PERMITE LANCAR COM A DATA RETROATIVA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS000604";"2020NS000604";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"12794208000109";"JL MUCK COMERCIO DE ALIMENTOS LTDA";"APL: GAP-CO - NF 12427 DE 17/12/2019  UG. 120629 GAP-CO PROCESSO 67278.005996/2018-06.  NF DO DIA 17/12/2019, A ALTERACAO SE DA DEVIDO AO FECHAMENTO DO SISTEMA, ONDE O MESMO NAO PERMITE LANCAR COM A DATA RETROATIVA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS000587";"2020NS000587";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"12794208000109";"JL MUCK COMERCIO DE ALIMENTOS LTDA";"APL:GAP-CO NF 12462 DE 26/12/19  UG 120629 GAP-CO PRO: 67278.005996/2018-06. NF EMITIDA 23/12/19 E RECEBIDA 26/12/19, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
